,transaction_ID,transaction_type,transaction_date,transaction_status,transferring_registry,transferring_account_type,transferring_account_name,transferring_account_ID,transferring_account_holder,acquiring_registry,acquiring_account_type,acquiring_account_name,acquiring_account_ID,acquiring_account_holder,units
903,EU519945,10-36,2019-04-27 01:30:30.843,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ELENGY - Terminal Méthanier de Montoir,5005817,ELENGY,11415
904,EU519934,10-36,2019-04-27 01:30:30.796,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Bleachont, S.L.",5009777,"Bleachont, S.L.",13485
905,EU519932,10-36,2019-04-27 01:30:30.761,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Lucart Tissue & Soap, S.L.U.",5009673,"Lucart Tissue & Soap, S.L.U.",11914
906,EU519943,10-36,2019-04-27 01:30:30.759,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,OXYANE MACON,5023199,OXYANE,230
907,EU519933,10-36,2019-04-27 01:30:30.759,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Arcelormittal Sestao, S.L.U.",5009489,"ARCELORMITTAL SESTAO, S.L.U.",31265
908,EU519941,10-36,2019-04-27 01:30:30.758,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ARKEMA FRANCE Pierre-Bénite,5005095,ARKEMA FRANCE,24498
909,EU519931,10-36,2019-04-27 01:30:30.755,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Chémery,5005629,STORENGY FRANCE,9007
910,EU519942,10-36,2019-04-27 01:30:30.751,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,UNION INVIVO STOCKAGE BASSENS TERRE,5022146,UNION INVIVO,581
911,EU519944,10-36,2019-04-27 01:30:30.748,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Poland,100,Instalacja do produkcji papieru i tektury,5026292,Apis,16130
912,EU519930,10-36,2019-04-27 01:30:30.744,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ERENA CALIFORNIE,5026401,ENERGIES RENOUVELABLES NANTAISES ERENA,2963
913,EU519940,10-36,2019-04-27 01:30:30.742,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,TEREGA - Mont,5005572,TEREGA,4194
914,EU519915,10-36,2019-04-27 01:30:29.755,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,1085
915,EU519914,10-36,2019-04-27 01:30:29.708,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Inalco (""Industrias Alcorenses Confederadas, SA"")",5020118,"Inalco (""Industrias Alcorenses Confederadas, SA"")",10832
916,EU519913,10-36,2019-04-27 01:30:29.657,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ERENA CALIFORNIE,5026401,ENERGIES RENOUVELABLES NANTAISES ERENA,4514
917,EU519912,10-36,2019-04-27 01:30:29.622,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Céré-la-Ronde,5005760,STORENGY FRANCE,1
918,EU519916,10-36,2019-04-27 01:30:29.598,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ELENGY - Terminal Méthanier de Montoir,5005817,ELENGY,16453
919,EU519911,10-36,2019-04-27 01:30:29.567,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,1259
920,EU519923,10-36,2019-04-27 01:30:29.23,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ELENGY - Terminal Méthanier de Montoir,5005817,ELENGY,13892
921,EU519922,10-36,2019-04-27 01:30:29.177,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,7032
922,EU519921,10-36,2019-04-27 01:30:29.121,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Bleachont, S.L.",5009777,"Bleachont, S.L.",13746
923,EU519920,10-36,2019-04-27 01:30:29.063,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Azulejos Mallol, S.L.",5019430,"Azulejos Mallol, S.L.",5124
924,EU519919,10-36,2019-04-27 01:30:29.011,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Chémery,5005629,STORENGY FRANCE,1
925,EU519918,10-36,2019-04-27 01:30:28.956,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Inalco (""Industrias Alcorenses Confederadas, SA"")",5020118,"Inalco (""Industrias Alcorenses Confederadas, SA"")",10621
926,EU519917,10-36,2019-04-27 01:30:28.898,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ERENA CALIFORNIE,5026401,ENERGIES RENOUVELABLES NANTAISES ERENA,3603
927,EU519909,10-36,2019-04-27 01:30:28.825,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Céré-la-Ronde,5005760,STORENGY FRANCE,1
928,EU519910,10-36,2019-04-27 01:30:28.823,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,789
929,EU519908,10-72,2019-04-26 22:07:43.658,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Belgium,100,423 Ecofrost,5026142,ECOFROST,1114
930,EU519293,10-71,2019-04-26 22:06:41.921,Completed,Belgium,100,423 Ecofrost,5026142,ECOFROST,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1114
931,EU519290,10-2,2019-04-26 22:02:52.325,Completed,Belgium,100,423 Ecofrost,5026142,ECOFROST,European Commission,100,EU Allowance deletion,5016380,European Commission,24757
932,EU519846,10-2,2019-04-26 21:08:21.075,Completed,Spain,100,"Tolsa, S.A.",5009466,"TOLSA, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,13709
933,EU517281,10-2,2019-04-26 21:03:44.034,Completed,Germany,100,1510 - Anlagenkonto,5014903,Outokumpu Nirosta GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,16039
934,EU517285,10-2,2019-04-26 21:02:31.284,Completed,Germany,100,Kaltwalzwerk Krefeld,5022087,Outokumpu Nirosta GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,44261
935,EU517288,10-2,2019-04-26 21:01:13.668,Completed,Germany,100,Kaltwalzwerk Dillenburg,5022089,Outokumpu Nirosta GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,27083
936,EU519905,10-2,2019-04-26 20:48:39.184,Completed,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,European Commission,100,EU Allowance deletion,5016380,European Commission,5000
937,EU519906,10-2,2019-04-26 20:41:33.087,Completed,France,100,Azul Linhas Aéreas Brasileiras S.A.,5027926,Azul Linhas Aéreas Brasileiras S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,124
938,EU519887,10-2,2019-04-26 20:13:09.656,Completed,Norway,100,Rely AS,5019770,Rely AS,European Commission,100,EU Allowance deletion,5016380,European Commission,1170
939,EU519895,10-2,2019-04-26 20:06:18.66,Completed,Poland,100,Przedsiębiorstwo Energetyki Cieplnej Mikołów Sp. z o.o.,5002533,Calor Energetyka Cieplna,European Commission,100,EU Allowance deletion,5016380,European Commission,10269
940,EU519732,10-2,2019-04-26 19:45:37.93,Completed,Italy,100,Operator Account,5012405,BOLOGNAFIERE S.P.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,1053
941,EU519872,10-2,2019-04-26 19:42:18.332,Completed,Finland,100,CO2 Meri Pori FI-3:FI78,5010861,Fortum Power and Heat Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,4362
942,EU519745,10-2,2019-04-26 19:41:38.238,Completed,France,100,AUBERT & DUVAL - Pamiers,5022457,AUBERT & DUVAL,European Commission,100,EU Allowance deletion,5016380,European Commission,19881
943,EU519750,10-2,2019-04-26 19:38:05.376,Completed,France,100,Interforge Issoire,5022458,Société Internationale de forgeage et de matriçage,European Commission,100,EU Allowance deletion,5016380,European Commission,13792
944,EU519889,10-2,2019-04-26 19:34:29.436,Completed,Czech Republic,100,TERMIKA Varnsdorf a.s.,5006603,TERMIKA Varnsdorf a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,13023
945,EU519874,10-2,2019-04-26 18:38:25.351,Completed,Belgium,100,383 Asfaltcentrale Aswebo Lummen,5022020,Willemen Infra,European Commission,100,EU Allowance deletion,5016380,European Commission,2802
946,EU519875,10-2,2019-04-26 18:37:24.67,Completed,Belgium,100,385 Asfaltcentrale Aswebo Brugge,5022041,Willemen Infra,European Commission,100,EU Allowance deletion,5016380,European Commission,2062
947,EU519879,10-72,2019-04-26 18:03:14.34,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,Werk Unsleben,5018533,Dachziegelwerke Nelskamp GmbH,1451
948,EU519849,10-71,2019-04-26 18:02:25.131,Completed,Germany,100,Werk Unsleben,5018533,Dachziegelwerke Nelskamp GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1451
949,EU519877,10-72,2019-04-26 18:01:44.014,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,Werk Groß Ammensleben,5018530,Dachziegelwerke Nelskamp GmbH,1451
950,EU519852,10-71,2019-04-26 18:00:53.643,Completed,Germany,100,Werk Groß Ammensleben,5018530,Dachziegelwerke Nelskamp GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1451
951,EU519269,10-0,2019-04-26 17:59:52.517,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Czech Republic,100,HOLOUBEK ENERGO - Teplárna divize Tevex,5006856,HOLOUBEK ENERGO a.s.,14100
952,EU519262,10-0,2019-04-26 17:59:17.1,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Lithuania,100,Operator Account:LT40,5006031,UAB Jonavos silumos tinklai,2257
953,EU519266,10-0,2019-04-26 17:55:56.432,Completed,Spain,100,"ARCELORMITTAL ESPAÑA, S.A.",5008935,"ARCELORMITTAL ESPAÑA, S.A.",Spain,100,"Cogeneración Siderúrgica Asturiana, S.A.",5009616,"Cogeneración Siderúrgica Asturiana, S.A.",315466
954,EU519257,10-0,2019-04-26 17:54:21.536,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,Azul Linhas Aéreas Brasileiras S.A.,5027926,Azul Linhas Aéreas Brasileiras S.A.,124
955,EU519247,10-0,2019-04-26 17:49:22.909,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Portugal,100,"NAVIGATOR TISSUE AVEIRO, S.A.",5027989,"NAVIGATOR TISSUE AVEIRO, S.A.",5142
956,EU518301,10-0,2019-04-26 17:47:01.157,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Italy,100,Operator Account,5012590,TOSCOPAPER S.P.A.,4500
957,EU519860,10-2,2019-04-26 17:37:02.467,Completed,Portugal,100,Termolan I,5003188,"Termolan - Isolamentos Termo-Acústicos, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,14665
958,EU519056,10-0,2019-04-26 17:36:27.176,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Italy,100,Operator Account,5012371,Kineo Energy & Facility srl,6009
959,EU519235,10-0,2019-04-26 17:31:50.427,Completed,Spain,100,"Ecotrade Solutions, S.L.",5022914,"Ecotrade Solutions, S.L.",Spain,100,"Enerstar Villena, S.A.",5022704,"Enerstar Villena, S.A.",161
960,EU519858,10-2,2019-04-26 17:27:04.519,Completed,France,100,UNION INVIVO STOCKAGE BASSENS TERRE,5022146,UNION INVIVO,European Commission,100,EU Allowance deletion,5016380,European Commission,1389
961,EU519859,10-2,2019-04-26 17:25:28.579,Completed,France,100,UNION INVIVO STOCKAGE OTTMARSHEIM,5022147,UNION INVIVO,European Commission,100,EU Allowance deletion,5016380,European Commission,665
962,EU519225,10-0,2019-04-26 17:24:54.671,Completed,Finland,100,Kaukas:FI454,5010510,UPM-Kymmene Oyj,Finland,100,Kaukas ENA,5010657,UPM-Kymmene Oyj,215072
963,EU519861,10-2,2019-04-26 17:23:51.905,Completed,France,100,AIGLE AZUR,5000857,AIGLE AZUR,European Commission,100,EU Allowance deletion,5016380,European Commission,40700
964,EU519227,10-0,2019-04-26 17:22:21.657,Completed,Spain,100,"Ecotrade Solutions, S.L.",5022914,"Ecotrade Solutions, S.L.",Spain,100,Planta Termosolar Soluz-Guzmán,5017210,GUZMÁN ENERGÍA S.L.,110
965,EU519210,10-0,2019-04-26 17:17:39.957,Completed,Denmark,100,Trading Account nr 1,5019121,ØRSTED Salg & Service A/S,Denmark,100,Dangrønt Ribe,5006519,VITFOSS A/S,11
966,EU519217,10-0,2019-04-26 17:14:23.1,Completed,Poland,100,Zakład Produkcyjny 4 Murcki,5003571,Dalkia Polska Energia S.A.,France,100,SVD 38,5024626,SVD 38,37000
967,EU519216,10-0,2019-04-26 17:14:15.768,Completed,Belgium,100,433 Asfaltcentrale Willemen Infra Doel,5027920,Willemen Infra,Belgium,100,383 Asfaltcentrale Aswebo Lummen,5022020,Willemen Infra,4000
968,EU519215,10-0,2019-04-26 17:12:39.918,Completed,Belgium,100,433 Asfaltcentrale Willemen Infra Doel,5027920,Willemen Infra,Belgium,100,385 Asfaltcentrale Aswebo Brugge,5022041,Willemen Infra,2000
969,EU519194,10-0,2019-04-26 17:02:00.272,Completed,Belgium,100,28582.Inter-Wetail c/o Jet Aviation Business Jets AG,5019129,Inter-Wetail c/o Jet Aviation Business Jets AG,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,1244
970,EU519198,10-0,2019-04-26 16:56:57.985,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,Poland,100,SEGROMET Sp. z o.o.,5028027,SEGROMET Sp. z o.o.,5000
971,EU519857,10-72,2019-04-26 16:55:24.808,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,France,100,AIGLE AZUR,5000857,AIGLE AZUR,2165
972,EU516386,10-71,2019-04-26 16:54:36.214,Completed,France,100,AIGLE AZUR,5000857,AIGLE AZUR,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,2165
973,EU519855,10-72,2019-04-26 16:54:24.253,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Netherlands,100,Asfaltcentrale Twente B.V.,5020193,Asfaltcentrale Twente B.V.,746
974,EU519771,10-71,2019-04-26 16:53:34.791,Completed,Netherlands,100,Asfaltcentrale Twente B.V.,5020193,Asfaltcentrale Twente B.V.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,746
975,EU519780,10-2,2019-04-26 16:49:39.616,Completed,Netherlands,100,Asfaltcentrale Twente B.V.,5020193,Asfaltcentrale Twente B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,2918
976,EU519839,10-2,2019-04-26 16:41:05.437,Completed,France,100,ARTEMIS,5021485,ARTEMIS,European Commission,100,EU Allowance deletion,5016380,European Commission,50
977,EU519085,10-0,2019-04-26 16:39:25.99,Completed,Spain,100,"Northwood Dicepa, S.L.U.",5009773,"Northwood Dicepa, S.L.U.",Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",22500
978,EU503753,10-2,2019-04-26 16:39:03.579,Completed,Netherlands,100,Solidus Solutions Board B.V. locatie Hoogkerk,5011088,Solidus Solutions Board B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,15014
979,EU503764,10-2,2019-04-26 16:37:36.785,Completed,Netherlands,100,Solidus Solutions Board B.V. locatie Oude Pekela,5011313,Solidus Solutions Board B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,12946
980,EU503771,10-2,2019-04-26 16:36:15.537,Completed,Netherlands,100,Solidus Solutions Board B.V. locatie Coevorden,5011318,Solidus Solutions Board B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,14537
981,EU519399,10-2,2019-04-26 16:32:44.537,Completed,Germany,100,443 - Anlagenkonto,5014395,Ziegelwerk Schmid GmbH & Co.,European Commission,100,EU Allowance deletion,5016380,European Commission,7920
982,EU519848,10-2,2019-04-26 16:31:47.975,Completed,France,100,CPTE SILEC CABLE,5005333,SILEC CABLE,European Commission,100,EU Allowance deletion,5016380,European Commission,10322
983,EU519069,10-0,2019-04-26 16:30:20.368,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,VIRESOL Kft.,5027904,VIRESOL KFT.,1
984,EU519833,10-2,2019-04-26 16:29:25.46,Completed,Romania,100,BLUE AIR AVIATION S.A.,5000174,BLUE AIR AVIATION S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,387000
985,EU519076,10-0,2019-04-26 16:26:24.681,Completed,Sweden,100,Fjärrvärmeverket Sollefteå,5001986,Adven Energilösningar AB,Sweden,100,Adven Sverige trading,5027438,Adven Energilösningar AB,12000
986,EU519847,10-72,2019-04-26 16:26:15.79,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Germany,100,Small Planet Airlines GmbH,5026106,Small Planet Airlines GmbH i.I.,484
987,EU451003,10-71,2019-04-26 16:25:27.033,Completed,Germany,100,Small Planet Airlines GmbH,5026106,Small Planet Airlines GmbH i.I.,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,484
988,EU518484,10-2,2019-04-26 16:25:05.592,Completed,France,100,TOYO INK EUROPE SPECIALTY CHEMICALS,5005593,TOYO INK EUROPE SPECIALTY CHEMICALS,European Commission,100,EU Allowance deletion,5016380,European Commission,3872
989,EU519838,10-2,2019-04-26 16:19:01.237,Completed,Spain,100,"CERM, SLU",5009738,"COGENERACIÓN,ENERGÍAS RENOVABLES Y MEDIOAMBIENTE SLU CERM SLU",European Commission,100,EU Allowance deletion,5016380,European Commission,28855
990,EU519834,10-2,2019-04-26 16:13:47.457,Completed,Spain,100,"Azulejos Plaza, S.A.",5020131,"Azulejos Plaza, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,3767
991,EU519062,10-0,2019-04-26 16:13:18.245,Completed,Germany,100,536 - Anlagenkonto,5015501,Pappenfabrik Trauchgau GmbH & Co. KG,Germany,100,548 - Anlagenkonto,5015588,Karl Kurz GmbH & Co. KG,698
992,EU516732,10-2,2019-04-26 16:05:22.637,Completed,Spain,100,"Tomates del Sur, S.L.U",5009845,"Tomates del Sur, S.L.U",European Commission,100,EU Allowance deletion,5016380,European Commission,10258
993,EU518133,10-0,2019-04-26 16:02:49.488,Completed,Portugal,100,"NAVIGATOR PAPER SETUBAL, S.A.",5003263,"NAVIGATOR PAPER SETUBAL, S.A.",Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,5142
994,EU519615,10-2,2019-04-26 16:02:40.924,Completed,Sweden,100,"Classic Services II, LLC",5019642,"Classic Services II, LLC",European Commission,100,EU Allowance deletion,5016380,European Commission,101
995,EU518099,10-0,2019-04-26 16:01:27.88,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Cyprus,100,Orion-X Ltd.,5026234,Orion-X Ltd.,764
996,EU519826,10-0,2019-04-26 16:00:13.406,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,10000
997,EU519790,10-0,2019-04-26 15:58:28.644,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,5000
998,EU519789,10-0,2019-04-26 15:57:49.505,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,United Kingdom,100,Liberty Steel Newport Limited,5023062,Liberty Steel Newport Limited,16000
999,EU516985,10-2,2019-04-26 15:57:38.56,Completed,France,100,CPTE THERMODYN,5005151,THERMODYN,European Commission,100,EU Allowance deletion,5016380,European Commission,2649
1000,EU519819,10-2,2019-04-26 15:56:08.444,Completed,Italy,100,JINDAL ETS,5027796,JINDAL FILMS EUROPE BRINDISI Srl,European Commission,100,EU Allowance deletion,5016380,European Commission,811
1001,EU519832,10-0,2019-04-26 15:52:03.26,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Corporación Alimentaria Guissona, S.A. - Complejo Cárnico La Closa",5009365,Corporación Alimentaria Guissona S.A.,1000
1002,EU519664,10-2,2019-04-26 15:51:19.68,Completed,Spain,100,"Industrias Lácteas Asturianas, S.A.",5008926,"Industrias Lácteas Asturianas, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,123356
1003,EU519219,10-2,2019-04-26 15:50:46.864,Completed,Belgium,100,431 Agristo Harelbeke,5027915,Agristo,European Commission,100,EU Allowance deletion,5016380,European Commission,11289
1004,EU519829,10-0,2019-04-26 15:50:37.555,Completed,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,100000
1005,EU519831,10-0,2019-04-26 15:49:59.614,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Iberoalcolense, S.L.",5023237,"Iberoalcorense, S.L.",11095
1006,EU519830,10-0,2019-04-26 15:49:18.396,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Spain,100,"CERM, SLU",5009738,"COGENERACIÓN,ENERGÍAS RENOVABLES Y MEDIOAMBIENTE SLU CERM SLU",8000
1007,EU519800,10-0,2019-04-26 15:49:11.791,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,Cuenta entrega unidades en nombre de instalaciones excluidas,5023046,Cuenta entrega unidades en nombre de instalaciones excluidas,1
1008,EU519797,10-0,2019-04-26 15:47:48.774,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Peronda Group, S.A. (Centro 2)",5018619,"Peronda Group, S.A.",546
1009,EU519796,10-0,2019-04-26 15:46:46.317,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Peronda Group, S.A. (Centro 1)",5018618,"Peronda Group, S.A.",562
1010,EU519801,10-0,2019-04-26 15:45:16.941,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",3000
1011,EU519822,10-0,2019-04-26 15:44:56.198,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",10000
1012,EU519224,10-2,2019-04-26 15:44:11.724,Completed,Belgium,100,432 Agristo Wielsbeke,5027917,Agristo,European Commission,100,EU Allowance deletion,5016380,European Commission,16321
1013,EU519803,10-0,2019-04-26 15:44:05.654,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,139000
1014,EU519825,10-0,2019-04-26 15:43:35.685,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Spain,100,"Naturgy Energy Group, S.A.",5017187,"Naturgy Energy Group, S.A.",66000
1015,EU519805,10-0,2019-04-26 15:43:21.737,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Bulgaria,100,Zagora Finacorp Jsc.,5027231,Zagora Finacorp Jsc.,29000
1016,EU519813,10-2,2019-04-26 15:42:53.26,Completed,Germany,100,Delta Air Lines,5000442,"DELTA AIR LINES, INC.",European Commission,100,EU Allowance deletion,5016380,European Commission,266
1017,EU519811,10-0,2019-04-26 15:42:26.858,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,18000
1018,EU519823,10-0,2019-04-26 15:42:19.34,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Italy,100,ENEL TRADE ITALIA,5016899,Enel Global Trading S.p.A.,32000
1019,EU519821,10-0,2019-04-26 15:41:55.851,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Norway,100,DNB Markets Trading Account,5017497,DNB Bank ASA,11000
1020,EU519014,10-0,2019-04-26 15:41:17.012,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Kotłownia zakładowa - Oddział Morliny,5028066,Animex Foods Sp. z o.o.,3274
1021,EU519011,10-0,2019-04-26 15:40:27.231,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Fabryka Bibuły w Iławie,5028064,POL-MAK Iława Sp. z o.o.,2063
1022,EU519818,10-0,2019-04-26 15:39:28.885,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Spain,100,"CERM, SLU",5009738,"COGENERACIÓN,ENERGÍAS RENOVABLES Y MEDIOAMBIENTE SLU CERM SLU",15000
1023,EU519448,10-2,2019-04-26 15:38:53.239,Completed,Belgium,100,061 Ajinomoto Omnichem,5004460,Ajinomoto Omnichem,European Commission,100,EU Allowance deletion,5016380,European Commission,9617
1024,EU519002,10-0,2019-04-26 15:38:25.236,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,produkcja wyrobów cermicznych,5028031,KERAM Sp. z o. o.,4026
1025,EU519814,10-2,2019-04-26 15:37:39.164,Completed,Norway,100,CHC Helikopter Service AS,5019060,CHC Helikopter Service AS,European Commission,100,EU Allowance deletion,5016380,European Commission,21934
1026,EU518994,10-0,2019-04-26 15:35:46.291,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,produkcja wyrobów cermicznych,5028031,KERAM Sp. z o. o.,189
1027,EU519815,10-0,2019-04-26 15:34:25.688,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,DREAMJET SAS,5025054,DREAMJET SAS,394
